UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
diego,@thediegocrespo,2021-12-02T03:27:34.000Z,"diego
@thediegocrespo
·
2 Dec 2021","Recently: I thought the set pieces in NO TIME TO DIE were uniformly fantastic but my favorite was when they crash the Spectre party in Cuba. So much freaking fun.
1
6",,1,,6,['https://pbs.twimg.com/media/FFkodg6VkAEdpfs?format=jpg&name=small'],https://twitter.com/thediegocrespo/status/1466247645526069251
Slyth,@slythwalker_28,2021-12-02T19:52:14.000Z,"Slyth
@slythwalker_28
·
3 Dec 2021","NO TIME TO DIE
CRUELLA
DUNE
VERO
@verotruesocial
 · 2 Dec 2021
Ok! Let's do this.

What are your top 3 films of the year?
5",🎬 🎄 ☃ 🎅,,,5,['https://pbs.twimg.com/profile_images/1108362768044847104/x0kHj0Ob_mini.jpg'],https://twitter.com/slythwalker_28/status/1466495442062094336
Flicks.co.nz,@FlicksNZ,2021-12-02T21:37:47.000Z,"Flicks.co.nz
@FlicksNZ
·
3 Dec 2021","Tāmaki Makaurau – we haven’t seen you at the movies for a minute. Time for that to change, starting… now!

Auckland cinemas are now open for the first time in months. We're seeing DUNE (on IMAX, no less) and NO TIME TO DIE this weekend. How about you?

https://flicks.co.nz/news/heres-what-to-see-when-auckland-cinemas-reopen/…
3
2
7",,3,2,7,['https://pbs.twimg.com/media/FFoh2ZjVQAAKd3p?format=jpg&name=small'],https://twitter.com/FlicksNZ/status/1466522007026102273
Tom Blend,@tblend3,2021-12-02T03:37:14.000Z,"Tom Blend
@tblend3
·
2 Dec 2021","No time to die
And never ask why
Air is clear but not in mind
We spin and sin tho not in kind
Dance to listen & never be
able to taste the dark
that some souls see

#RockAndVerse >>>125
1
1
14",,1,1,14,[],https://twitter.com/tblend3/status/1466250075382943751
Will,@SilentDawnLB,2021-12-02T01:09:31.000Z,"Will
@SilentDawnLB
·
2 Dec 2021","- All of The French Dispatch 
- Basically the entirety of Licorice Pizza 
- Baby Annette at the hyperbowl in Annette 
- Chair-throw in Malignant 
- Bond visits a grave in No Time to Die
- The Flash saves a pedestrian in the Snyder Cut 
- The cat in Days (Tsai Ming-liang)
Little White Lies
@LWLies
 · 1 Dec 2021
Wednesday afternoon question: what are the moments from films this year that have really stayed with you? The scenes or line deliveries that you can't get out of your head?
Show this thread
8
2
129",,8,2,129,['https://pbs.twimg.com/profile_images/688056455660974080/lq8r5IbC_mini.jpg'],https://twitter.com/SilentDawnLB/status/1466212902235422721
AC Magazine,@AmericanCine,2021-12-02T13:16:43.000Z,"AC Magazine
@AmericanCine
·
2 Dec 2021","With the addition of our story on Licence to Kill (1989), our collection of 
@007
 articles from the pages of AC is complete, with 13 articles diving deep behind the scenes of the adventure series, from On Her Majesty's Secret Service to No Time To Die: http://bit.ly/007InAC #TBT
5
8",,,5,8,['https://pbs.twimg.com/media/FFmvNrEWQAIV6Jp?format=jpg&name=small'],https://twitter.com/AmericanCine/status/1466395909080633348
abby •nttd spoilers•,@rawmemalekkk,2021-12-02T01:14:32.000Z,"abby •nttd spoilers•
@rawmemalekkk
·
2 Dec 2021","seeing safin in no time to die definitely awoke something in me
1
11",,,1,11,[],https://twitter.com/rawmemalekkk/status/1466214165261864964
Astrid H / Safin’s Evil Henchwoman,@AAOsAwesomeFans,2021-12-02T00:41:53.000Z,"Astrid H / Safin’s Evil Henchwoman
@AAOsAwesomeFans
·
2 Dec 2021","Safin: Elusive botanist (or BOTanist, heh). 
Rami: Egyptian god. 
#NoTimeToDie 
#RamiMalek rates the baddest James Bond villains | Dr. No, Jaws, Blofeld... https://youtu.be/a5mAEzqQHrc via 
@YouTube
youtube.com
Rami Malek rates the baddest James Bond villains | Dr. No, Jaws,...
GQ December cover star, and 007’s new mysterious nemesis, Rami Malek gives his verdict on all the standout James Bond villains from over the years ahead of t...
1
3
12",🪴 🧬 🩸 ☠ 😍 🥰 ❤ 🔥,1,3,12,['https://pbs.twimg.com/card_img/1476531390888001541/VXUZPNgl?format=jpg&name=240x240'],https://twitter.com/AAOsAwesomeFans/status/1466205947286757379
Shane Anderson,@ShaneM_Anderson,2021-12-02T05:18:06.000Z,"Shane Anderson
@ShaneM_Anderson
·
2 Dec 2021","I just unmuted you all from Dune and No Time To Die tweets and now I gotta mute you all again cause you're gonna spoil Nightmare Alley, aren't you?
1
5",,,1,5,[],https://twitter.com/ShaneM_Anderson/status/1466275459226738688
il Falso Presidente,@TaylorKsCalves,2021-12-02T06:42:59.000Z,"il Falso Presidente
@TaylorKsCalves
·
2 Dec 2021","The argument that House of Gucci needs to make a lot more money to break even after production and marketing costs is pointless when even No Time to Die, the year’s highest-grossing movie, stands to lose millions. It’s 2021, we’re in a pandemic, the studios lose, GAGA WINS
34",,,,34,[],https://twitter.com/TaylorKsCalves/status/1466296823744647173
FN-8448,@Tigu_El_,2021-12-02T18:16:05.000Z,"FN-8448
@Tigu_El_
·
2 Dec 2021","Shang-Chi
No Time to Die
ZSJL/Red Notice

Subject to change come December 16
VERO
@verotruesocial
 · 2 Dec 2021
Ok! Let's do this.

What are your top 3 films of the year?
5",,,,5,['https://pbs.twimg.com/profile_images/1108362768044847104/x0kHj0Ob_mini.jpg'],https://twitter.com/Tigu_El_/status/1466471247303303168
Brotha O,@OMANXL1,2021-12-02T01:19:52.000Z,"Brotha O
@OMANXL1
·
2 Dec 2021","I have no time to die! thoughts as I fell off the cliff!

A falling icicle over my head to seal the deal? swift!

Shadows stalking, taunting me about my reputation. 

Mysterious ways saving the day? not on this occasion. 

 #vsslocation, #verseangel, #moonmystic, #RockandVerse
2
4
5",,2,4,5,[],https://twitter.com/OMANXL1/status/1466215506374012935
UNRESERVED,@unreservedmedia,2021-12-02T11:50:38.000Z,"UNRESERVED
@unreservedmedia
·
2 Dec 2021","Multiple postponements aside, does the film actually hold its own well? Head over to our website to find out.

https://unreservedmedia.com/james-bond-film-no-time-to-die-film-review/?fbclid=IwAR0GIj0QKfRxBtJEpxko93Dm2mTgLU_d7ZmN2_hG-ar9Ngj36VIwZyEcTpI…

#UnreservedMedia #Entertainment #JamesBond #DanielCraig #NoTimeToDie #LeaSeydoux #AnaDeArmas #RamiMalek
unreservedmedia.com
Here’s the Lowdown on the 25th James Bond Film, “No Time to Die” | Entertainment
… and reasons why you should catch it!
1
2",,,1,2,['https://pbs.twimg.com/card_img/1476586685232128001/mT8RAaLw?format=jpg&name=small'],https://twitter.com/unreservedmedia/status/1466374244078555142
Austin Skinner,@AJFatal,2021-12-02T04:12:08.000Z,"Austin Skinner
@AJFatal
·
2 Dec 2021","Also, hats off to 
@Really007pod
 for the installments of their #NoTimeToDie review, quite especially part III. 

Kept me laughing, and thinking, all the way up to my second viewing of the film.

Top marks, all!
1
6",🛰,1,,6,[],https://twitter.com/AJFatal/status/1466258858943430660
Archie Leishman,@ognittis37,2021-12-02T19:48:24.000Z,"Archie Leishman
@ognittis37
·
3 Dec 2021","James Bond “No Time To Die” (164 minutes!) is on Amazon Prime now, the cheeky b’stds want £15.99 if I want to watch it ! haha

They can stick that right up their jumper
2
6",,2,,6,[],https://twitter.com/ognittis37/status/1466494477699371019
Jordan Foisy,@JordanFoisy,2021-12-02T22:55:35.000Z,"Jordan Foisy
@JordanFoisy
·
3 Dec 2021","No Time To Die is like haven’t you ever wanted to watch a Bond movie where he’s tired
13",,,,13,[],https://twitter.com/JordanFoisy/status/1466541582862229508
Nawaz Alamgir,@8T3,2021-12-02T10:20:59.000Z,"Nawaz Alamgir
@8T3
·
2 Dec 2021","Added No Time To Die Screen Graphics to 
@Behance
 page -
behance.net
No Time to Die Screen Graphics
No Time to Die Screen Graphics
1
8",,,1,8,['https://pbs.twimg.com/card_img/1476602449225928734/Og6hz3H1?format=jpg&name=small'],https://twitter.com/8T3/status/1466351684632854532
alexander // moved,@bnwhishaw,2021-12-02T19:36:00.000Z,"alexander // moved
@bnwhishaw
·
3 Dec 2021","lol remember when i saw daniel craig a week before no time to die came out and he spent far too long talking about ben.... and my little 00Q heart died.
2
15",,2,,15,[],https://twitter.com/bnwhishaw/status/1466491359418888195
Advit,@advitreides,2021-12-02T17:39:27.000Z,"Advit
@advitreides
·
2 Dec 2021","No Time to Die 
DiscussingFilm
@DiscussingFilm
 · 2 Dec 2021
The HCA Awards’ nominees for Best Stunts:

‘Dune’
‘Nobody’
‘Shang-Chi’
‘Black Widow’
‘No Time To Die’

Read the full nominees’ list: http://bit.ly/HCA22
2
1
17",🙏,2,1,17,"['https://pbs.twimg.com/profile_images/1191180251159810049/w5JjDw1j_mini.jpg', 'https://pbs.twimg.com/media/FFnadJqWQA4tSAj?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FFnadNzXwAI64oV?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FFnadJsXIAMdaL1?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FFnadJuXEA0AeWR?format=jpg&name=360x360']",https://twitter.com/advitreides/status/1466462026952167428
Nick Kush,@nkush42,2021-12-02T20:52:33.000Z,"Nick Kush
@nkush42
·
3 Dec 2021","The fact that Rami Malek’s character name in No Time to Die is essentially “Lucifer Satan” will never not be funny to me
1
4",,1,,4,[],https://twitter.com/nkush42/status/1466510624100429829
Kirsty Merryn,@kirstymerryn,2021-12-02T09:30:14.000Z,"Kirsty Merryn
@kirstymerryn
·
2 Dec 2021","OK who has seen No Time To Die, I just watched it and holy moly I lovvveeeddddddd it and I need fellow Bond pals to come out the woodwork for a geek out PLEASE
4
6",,4,,6,[],https://twitter.com/kirstymerryn/status/1466338910016000001
Chris Spangle,@chrisspangle,2021-12-02T17:04:01.000Z,"Chris Spangle
@chrisspangle
·
2 Dec 2021","New from the 
@werlibertarians
 podcast network:  OTR: No Time to Die https://wearelibertarians.com/otr-no-time-to-die/…
2
2",,,2,2,[],https://twitter.com/chrisspangle/status/1466453111489409026
Lon Harris,@Lons,2021-12-02T02:18:48.000Z,"Lon Harris
@Lons
·
2 Dec 2021","Restaurant reunion, PIG
Salusa Secundus, DUNE
Gabriel's jailbreak, MALIGNANT
Cave crawl, OLD
Neighborhood riot, BELFAST
Gorilla enclosure, BAD TRIP
Forest shootout, NO TIME TO DIE
Opening song, ANNETTE
Final fight, GODZILLA VS. KONG
Magnet chase, F9
Little White Lies
@LWLies
 · 1 Dec 2021
Wednesday afternoon question: what are the moments from films this year that have really stayed with you? The scenes or line deliveries that you can't get out of your head?
Show this thread
6
26",,6,,26,['https://pbs.twimg.com/profile_images/688056455660974080/lq8r5IbC_mini.jpg'],https://twitter.com/Lons/status/1466230340049981446
JamesBond007news.com,@JB007_news,2021-12-02T09:23:33.000Z,"JamesBond007news.com
@JB007_news
·
2 Dec 2021","Billie Eilish & Finneas interview: “We wrote the entire song based 100 percent on the opening sequence of the script we were given” “The only thing Barbara told us about what happens after that sequence is...”  #NoTimeToDie #ノータイムトゥダイ #JamesBond
indiewire.com
Behind the Mic and in Front of the Camera, Billie Eilish Became a Movie Star in 2021
Billie Eilish on writing a killer Bond song, being in a documentary she had no control over, and seeing herself on screen better than ever.
1
8",,,1,8,['https://pbs.twimg.com/card_img/1476305967629230084/wqSf_8Iu?format=jpg&name=small'],https://twitter.com/JB007_news/status/1466337229773565954
Kevin Eugene Smith,@Smithkev007,2021-12-02T09:07:08.000Z,"Kevin Eugene Smith
@Smithkev007
·
2 Dec 2021","Replying to 
@roaringrapids22
I somehow missed her as the latest Bond girl in ""No Time To Die""! 
9
5
51",🤨,9,5,51,[],https://twitter.com/Smithkev007/status/1466333100321869824
For Your Films Only,@benpeyton007,2021-12-02T19:00:05.000Z,"For Your Films Only
@benpeyton007
·
3 Dec 2021","Skyfall: M recites Tennyson as Bond chases Silva across London. 

Spectre: Day of the Dead PTS. 

No Time to Die: Bond and Paloma in Cuba. 

Group A starts tomorrow at 7pm. Hope you all enjoy it and please be respectful of other’s opinions. Remember: It’s only a bit of fun.
7
1
38",,7,1,38,[],https://twitter.com/benpeyton007/status/1466482320794427407
Liebenzeller,@Liebenzeller29,2021-12-02T16:59:36.000Z,"Liebenzeller
@Liebenzeller29
·
2 Dec 2021","Replying to 
@verotruesocial
Dune
Zack Snyder's Justice League 
No Time to Die
1
49",,,1,49,[],https://twitter.com/Liebenzeller29/status/1466452000632102912
Beyoncé Numbers & News.,@beyoncenumbers,2021-12-02T16:29:19.000Z,"Beyoncé Numbers & News.
@beyoncenumbers
·
2 Dec 2021","Nominees include: “No Time to Die”, “Beyond the Shore”, “Down to Joy” & “Every Letter"".
20",,,,20,[],https://twitter.com/beyoncenumbers/status/1466444376595382280
Griffin Schiller,@griffschiller,2021-12-02T16:23:04.000Z,"Griffin Schiller
@griffschiller
·
2 Dec 2021","Replying to 
@HCAcritics
No Time To Die was right thereeee  Dune and especially TSS I’m thrilled made it in.
10",😭,,,10,[],https://twitter.com/griffschiller/status/1466442803483873285
Partizan 2.0,@2Partizan,2021-12-02T17:54:52.000Z,"Partizan 2.0
@2Partizan
·
2 Dec 2021","Replying to 
@JamesGunn
 @MamasGeeky
  and 10 others
Yes, it's really easy. Best movie of the year No Time To Die wins.
2
1
7",,2,1,7,[],https://twitter.com/2Partizan/status/1466465905702060034
MI6 HQ,@jamesbondlive,2021-12-02T00:15:11.000Z,"MI6 HQ
@jamesbondlive
·
2 Dec 2021","Replying to 
@NO_TIME_TO_DIE
And we would have never known the difference. This is the kind of thing Sony tried to push back on in 2014/5.
3
11",,3,,11,[],https://twitter.com/jamesbondlive/status/1466199227055239171
George,@XanderinSoho,2021-12-02T17:52:11.000Z,"George
@XanderinSoho
·
2 Dec 2021","Replying to 
@verotruesocial
1) Zack Snyder's Justice League
2) The Last Duel
3) No Time To Die
26",🎄 ☃,,,26,[],https://twitter.com/XanderinSoho/status/1466465231744479234
,@sapphcss,2021-12-03T04:03:26.000Z,"@sapphcss
·
3 Dec 2021","me and ana de armas’ 2 minutes of screentime in no time to die
2
118
978",,2,118,978,['https://pbs.twimg.com/media/FFp6QvmWQAIM8rV?format=jpg&name=small'],https://twitter.com/sapphcss/status/1466619059475140612
Riftz| Currently On Holiday,@Riftz007,2021-12-03T14:18:39.000Z,"Riftz| Currently On Holiday
@Riftz007
·
3 Dec 2021","“What’s The Best Sequence in No Time To Die?”

The Endgame.
4
9
64",✨ 🖤,4,9,64,['https://pbs.twimg.com/ext_tw_video_thumb/1466773633741701122/pu/img/8j8JKlBW5jL0Z13A.jpg'],https://twitter.com/Riftz007/status/1466773880396460035
best of léa,@badpostseydoux,2021-12-03T22:42:48.000Z,"best of léa
@badpostseydoux
·
4 Dec 2021","Léa Seydoux and director Cary Fukunaga behind the scenes of No Time To Die.
18
88",,,18,88,['https://pbs.twimg.com/media/FFt6dhUXwAYX0fm?format=jpg&name=small'],https://twitter.com/badpostseydoux/status/1466900754166431757
Corneel Vanfleteren,@CorneelVf,2021-12-03T19:50:47.000Z,"Corneel Vanfleteren
@CorneelVf
·
4 Dec 2021","I really liked #NoTimeToDie, but this is a very long shot…. One may dream, I suppose. 
17
6
79",😋,17,6,79,['https://pbs.twimg.com/media/FFtTFyrXoAQTYBb?format=jpg&name=small'],https://twitter.com/CorneelVf/status/1466857466671644681
BrightVC UK Fanclub,@bbrightvc_ukfc,2021-12-03T17:43:35.000Z,"BrightVC UK Fanclub
@bbrightvc_ukfc
·
3 Dec 2021","No time to die for #007Thyme
 
@bbrightvc
 
 #bbrightvc 
 #F4Thailand
 #F4ThailandTrailer
1
19
22",🤍 🖤 🤍 🖤,1,19,22,['https://pbs.twimg.com/ext_tw_video_thumb/1466825441751281665/pu/img/ieMEWhxP-D-FmnsM.jpg'],https://twitter.com/bbrightvc_ukfc/status/1466825455105986564
Simon Thompson,@ShowbizSimon,2021-12-03T22:29:51.000Z,"Simon Thompson
@ShowbizSimon
·
4 Dec 2021","Today’s mail (picked up from our old place…) #HouseOfGucci #NoTimeToDie
2
12",,2,,12,"['https://pbs.twimg.com/media/FFt3cr8VgAAhaES?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FFt3cr8VIAccg1h?format=jpg&name=360x360']",https://twitter.com/ShowbizSimon/status/1466897495682813953
Luiz Fernando,@Luiz_Fernando_J,2021-12-03T14:29:45.000Z,"Luiz Fernando
@Luiz_Fernando_J
·
3 Dec 2021","#VenomLetThereBeCarnage had 3rd biggest FRI opening day for a Hollywood film during pandemic era in #Japan, grossing 1.6M, only below #F9’s 2.3M & #NoTimeToDie’s 1.8M.
It’s also higher than 2018 #Venom’s 1.4M FRI opening.
Eyeing a 5.5M-7M 3-day opening
1/2
0:15
50.4K views
From 
映画『ヴェノム』公式
1
9
40",,1,9,40,['https://pbs.twimg.com/media/FFphknHaIAMAWPZ.jpg'],https://twitter.com/Luiz_Fernando_J/status/1466776677342711819
𝔾𝕒𝕕 𝔸. 𝕂𝕚𝕤𝕒𝕒𝕝𝕦,@gad_arthur,2021-12-03T14:43:06.000Z,"𝔾𝕒𝕕 𝔸. 𝕂𝕚𝕤𝕒𝕒𝕝𝕦
@gad_arthur
·
3 Dec 2021","Finally watched “No Time to Die” | JamesBond Movie and these lines remain distinct; 
 
""The proper function of man is to live, not to exist. I shall not waste my days in trying to prolong them. I shall use my time."" - Jack London.
3
41",,,3,41,['https://pbs.twimg.com/media/FFsMqd3WYAUXcDz?format=jpg&name=small'],https://twitter.com/gad_arthur/status/1466780033553510404
Variety,@Variety,2021-12-03T16:00:47.000Z,"Variety
@Variety
·
3 Dec 2021","Billie Eilish and Finneas on ‘No Time to Die,’ a Bond Theme That Really Might Have Eternal Life
variety.com
Billie Eilish and Finneas on ‘No Time to Die,’ a Bond Theme That Really Might Have Eternal Life
Billie Eilish and Finneas break down their James Bond theme 'No Time to Die,' which is receiving Variety's Film Song of the Year award.
3
40
221",,3,40,221,['https://pbs.twimg.com/card_img/1476990097237098502/2-aWVria?format=jpg&name=small'],https://twitter.com/Variety/status/1466799584357888000
Vasto Lorde,@TheirWarHere,2021-12-03T16:06:03.000Z,"Vasto Lorde
@TheirWarHere
·
3 Dec 2021","I loved No Time To Die but it's just Craig's entire run he have said that ""we find a way"", "" there's always a win"", ""Q will figure it out"", ""We'll plan it later"" & they always find a way but for this ending they couldn't ??? 

Good era one of the greatest just a bit sad thats all
1
5",⚰ 📝,1,,5,['https://pbs.twimg.com/media/FFsfUfXWQAIPXgI?format=jpg&name=small'],https://twitter.com/TheirWarHere/status/1466800910215045122
joon,@hanadmrl,2021-12-03T14:40:31.000Z,"joon
@hanadmrl
·
3 Dec 2021","no time to die
1
9",,,1,9,[],https://twitter.com/hanadmrl/status/1466779386645000200
Sal Jones,@senojlas,2021-12-03T21:06:01.000Z,"Sal Jones
@senojlas
·
4 Dec 2021","Limited edition, individually numbered and signed giclee prints A4 size, available £45 each. DM or see more on website: https://saljonesart.com/prints.html
#Jamesbondfilms #danielcraig #moneypenny #naomieharris #nomi #lashanalynch #bondwomen #gifts #xmas #notimetodie #notimelikethepresent
3
5",,,3,5,"['https://pbs.twimg.com/media/FFtjUrFXsAU7DT1?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FFtjUrEXwAUpLSG?format=jpg&name=small']",https://twitter.com/senojlas/status/1466876400040878080
Sam Alsop-Hall,@HallAlsop,2021-12-03T22:17:05.000Z,"Sam Alsop-Hall
@HallAlsop
·
4 Dec 2021","Daniel Craig my favourite ever Bond and I think #NoTimeToDie might be my favourite #bondfilm
1
4",,,1,4,[],https://twitter.com/HallAlsop/status/1466894283894632451
SpyHards Podcast,@SpyHards,2021-12-03T12:57:58.000Z,"SpyHards Podcast
@SpyHards
·
3 Dec 2021","Production still of Pierce Brosnan and Robbie Coltrane on the set of #GoldenEye

But this scene didn’t play out how the films writer, Jeff Caine, wanted it to!

Find out his vision for it in our SpyMaster interview right now: https://bit.ly/3lya189

#JamesBond #Bond #NoTimeToDie
1
5
26",,1,5,26,['https://pbs.twimg.com/media/FFr0mkuWYAUJ_m_?format=jpg&name=small'],https://twitter.com/SpyHards/status/1466753575833542659
Cap-1945,@Capsicle1949,2021-12-03T20:05:35.000Z,"Cap-1945
@Capsicle1949
·
4 Dec 2021","The emotional stakes of No Time To Die just does it me. And man, that film is so gorgeously shot.

Also Ana De Armas, just because...
GIF
6",,,,6,['https://pbs.twimg.com/tweet_video_thumb/FFtWeabXsAMWaea.jpg'],https://twitter.com/Capsicle1949/status/1466861191972757507
"Kelsea Blackstock, CSCS",@bobbleheadkb,2021-12-03T23:12:41.000Z,"Kelsea Blackstock, CSCS
@bobbleheadkb
·
4 Dec 2021","16 - Casino Royale
30 - No Time to Die
GIF
For Your Films Only
@benpeyton007
 · 3 Dec 2021
GIF
Quote tweet with how old you were during Daniel Craig’s Bond films (release date). 

29 - Casino Royale (November 2006)
44 - No Time to Die (September 2021)

Where the hell has that time gone?!
2
11",,2,,11,"['https://pbs.twimg.com/tweet_video_thumb/FFuBS3bXMAAsrfP.jpg', 'https://pbs.twimg.com/profile_images/1461241697694797824/xbggdLPW_mini.jpg', 'https://pbs.twimg.com/tweet_video_thumb/FFqka_2WUAAA1xY?format=jpg&name=120x120']",https://twitter.com/bobbleheadkb/status/1466908274947760130
Not Perfected Yet,@NotPerfectedYet,2021-12-03T14:51:24.000Z,"Not Perfected Yet
@NotPerfectedYet
·
3 Dec 2021","Quote tweet with how old you were during Daniel Craig’s Bond films (release date). 

24 - Casino Royale (November 2006)
39 - No Time to Die (September 2021)

Where the hell has that time gone?!
GIF
For Your Films Only
@benpeyton007
 · 3 Dec 2021
GIF
Quote tweet with how old you were during Daniel Craig’s Bond films (release date). 

29 - Casino Royale (November 2006)
44 - No Time to Die (September 2021)

Where the hell has that time gone?!
6
13",🍸,,6,13,"['https://pbs.twimg.com/tweet_video_thumb/FFqka_2WUAAA1xY.jpg', 'https://pbs.twimg.com/profile_images/1461241697694797824/xbggdLPW_mini.jpg', 'https://pbs.twimg.com/tweet_video_thumb/FFqka_2WUAAA1xY?format=jpg&name=120x120']",https://twitter.com/NotPerfectedYet/status/1466782125693276160
