UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Bitcoin News,@BTCTN,2022-03-23T14:07:27.000Z,"Bitcoin News
@BTCTN
·
23 Mar","#ETH hits resistance as price falls below $3,000.
news.bitcoin.com
Bitcoin, Ethereum Technical Analysis: ETH Falls Below $3,000 as Crypto Gains Encounter Resistance –...
Gains in cryptocurrencies slowed down on hump-day, as bitcoin and ethereum prices hit resistance levels. ETH fell below the $3,000 level.
94
83
221",,94,83,221,['https://pbs.twimg.com/card_img/1506633295626448902/s2aCtGqH?format=jpg&name=small'],https://twitter.com/BTCTN/status/1506633728877076485
Mike Alfred,@mikealfred,2022-03-23T23:50:34.000Z,"Mike Alfred
@mikealfred
·
24 Mar","Since #Bitcoin is going up forever, it doesn't really matter whether you pay $42,900 or $142,900 but I highly suggest $42,900 since you have the choice.
89
90
1,055",,89,90,"1,055",[],https://twitter.com/mikealfred/status/1506780473321787398
Nebraskangooner,@Nebraskangooner,2022-03-23T14:30:34.000Z,"Nebraskangooner
@Nebraskangooner
·
23 Mar","#Bitcoin 

This is the clear and obvious bullish scenario to monitor

If it breaks out we'd be looking at $56,000 area as a target.
82
73
705",,82,73,705,['https://pbs.twimg.com/media/FOiol3zXEAIszWF?format=png&name=small'],https://twitter.com/Nebraskangooner/status/1506639544497676301
Node Senpai,@NodeSenpai,2022-03-23T11:32:06.000Z,"Node Senpai
@NodeSenpai
·
23 Mar","1/ Node Senpai: A Brief History

I've been invested in crypto since 2017. I've known about #bitcoin since 2012 but never got involved. I played tournament paintball since I was 18 on Panama City Katana, a divisional team under the umbrella of our Professional Team - PCK. (Me )
6
51
20",⬇,6,51,20,"['https://pbs.twimg.com/media/FOh_0V4WQAEC4AA?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FOh_0taX0AQcfC6?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FOh_1BjXsAA7Uh-?format=jpg&name=360x360']",https://twitter.com/NodeSenpai/status/1506594632154726401
Telefy,@TelefyConnect,2022-03-23T18:00:52.000Z,"Telefy
@TelefyConnect
·
23 Mar","Big exchange IEOs in Coinsbit and Azbit  with TeleFy!
.
 Visit us at 
@telefy
.finance
.
.
http://Telefy.finance
.
.
.
#DeFi #TeleFy #DEX #cryptocurrency #Ethereum #BinanceSmartChain #Bitcoin #Airdrop #polkadot #MATIC #Polygon
265
378
388",🔥 💫,265,378,388,['https://pbs.twimg.com/ext_tw_video_thumb/1506692229359939585/pu/img/0Zw1Cw56a_wZQIru.jpg'],https://twitter.com/TelefyConnect/status/1506692469144047625
Its Ayu Charlotte,@ayucharlottee,2022-03-23T16:42:47.000Z,"Its Ayu Charlotte
@ayucharlottee
·
23 Mar","#Nabox 

You know what you hold, #nabox is not meme coins, it's great project

Diversity your investment in few good projects, one of them is #Nabox 

Follow ⚘ 
@naboxwallet
  ⚘

#Crypto #cryptocurrency #Web3 #ETH #blockchain #bitcoin
43
25
46",💮 💛 💮 🐦 🐦,43,25,46,"['https://pbs.twimg.com/media/FOjG8fPXsAcUKFS?format=jpg&name=small', 'https://pbs.twimg.com/media/FOjG8nLXwAUdaPO?format=jpg&name=360x360']",https://twitter.com/ayucharlottee/status/1506672821782593555
Crypto Rover,@rovercrc,2022-03-23T15:43:40.000Z,"Crypto Rover
@rovercrc
·
23 Mar","#BITCOIN PUMPING LIKE PREDICTED! 
201
129
1,251",🚀,201,129,"1,251",[],https://twitter.com/rovercrc/status/1506657944460574722
That Martini Guy ₿,@MartiniGuyYT,2022-03-23T14:16:25.000Z,"That Martini Guy ₿
@MartiniGuyYT
·
23 Mar","#BITCOIN WANTS TO BREAK UPWARDS
234
132
1,571",,234,132,"1,571",[],https://twitter.com/MartiniGuyYT/status/1506635985840492552
That Martini Guy ₿,@MartiniGuyYT,2022-03-23T15:20:06.000Z,"That Martini Guy ₿
@MartiniGuyYT
·
23 Mar","IF #BITCOIN BREAKS $42,500 ITS ALL OVER FOR BEARS 
417
229
2,295",🚀 🚨,417,229,"2,295",[],https://twitter.com/MartiniGuyYT/status/1506652011814690816
Bitcoin Practitioner (Pure),@CZECHmate789,2022-03-23T18:27:44.000Z,"Bitcoin Practitioner (Pure)
@CZECHmate789
·
23 Mar","Today, it happened.

I couldn’t help but look at the ingredients of the food I was buying while getting groceries. Seed oils are in everything. I cut out a lot of things because of this.

Thank you, #Bitcoin Twitter, for making me aware of this.
101
59
877",🩸,101,59,877,[],https://twitter.com/CZECHmate789/status/1506699232559968263
Crypto Rover,@rovercrc,2022-03-23T18:12:43.000Z,"Crypto Rover
@rovercrc
·
23 Mar","I think #Bitcoin will hit a new ATH before July 2022!
255
149
1,488",,255,149,"1,488",[],https://twitter.com/rovercrc/status/1506695451298643968
Vijay Boyapati,@real_vijay,2022-03-23T20:43:23.000Z,"Vijay Boyapati
@real_vijay
·
24 Mar","Removal of the capital gains tax on #Bitcoin transfers would cause a spontaneous monetization of Bitcoin.

This is why the tax exists on competing monetary goods - to put them at a disadvantage to the dollar, whose monetary attributes are uniformly inferior to Bitcoin's.
69
136
1,103",,69,136,"1,103",[],https://twitter.com/real_vijay/status/1506733368850849794
The Moon,@TheMoonCarl,2022-03-23T21:30:02.000Z,"The Moon
@TheMoonCarl
·
24 Mar","The best time to buy #Bitcoin was in the past.

The second best time is NOW.
410
160
1,101",,410,160,"1,101",[],https://twitter.com/TheMoonCarl/status/1506745107994841095
Natalie Brunell,@natbrunell,2022-03-23T17:10:58.000Z,"Natalie Brunell
@natbrunell
·
23 Mar","Things I love:

Freedom
Being a woman
#Bitcoin
281
111
1,998",,281,111,"1,998",[],https://twitter.com/natbrunell/status/1506679913121652737
The Moon,@TheMoonCarl,2022-03-23T10:00:07.000Z,"The Moon
@TheMoonCarl
·
23 Mar","#Bitcoin is a financial revolution.
651
312
2,107",,651,312,"2,107",[],https://twitter.com/TheMoonCarl/status/1506571485552549893
David Gokhshtein,@davidgokhshtein,2022-03-23T11:08:46.000Z,"David Gokhshtein
@davidgokhshtein
·
23 Mar","#bitcoin looking good. 

Let’s hit $50,000 this weekend!
164
83
492",,164,83,492,[],https://twitter.com/davidgokhshtein/status/1506588760410054660
NasirKhan,@NasirKh12840826,2022-03-23T12:28:22.000Z,"NasirKhan
@NasirKh12840826
·
23 Mar","Uniswap and staking DApp at http://pdxcoin.finance up to 15% APY yield http://pdxcoin.io also on
https://dextools.io/app/ether/pair-explorer/0x22bb309ecad5f33c1cea1d57a0955a36f5b90814… 

 http://xt.com/tradePro/pdx_usdt… 

 http://xt.com/tradePro/pdx_btc… 

 http://vindax.com/exchange-base.html?symbol=PDX_USDT…
 http://p2pb2b.io/trade/PDX_USDT/ + /PDX_BTC/ + /PDX_ETH/
#DApp #APY
p2pb2b.com
ETH\BTC | Trade Ethereum to Bitcoin on cryptocurrency exchange P2PB2B
P2PB2B exchange purchase sale of cryptocurrency ETH\BTC the highest coin liquidity 
1
2",🔥 👇 ✅ ✅ ✅ ✅ ✅ ✅ ✅,,1,2,[],https://twitter.com/NasirKh12840826/status/1506608794931175426
Tora Token,@ToraTokenIO,2022-03-23T18:30:30.000Z,"Tora Token
@ToraTokenIO
·
23 Mar"," hArt at work 
you guys know where doing NFT's right? 

#toratoken #meme #utility #nfts #p2e #coin #bitcoin and #altcoin
5
24
76",🎨 🐯 ✅ 🍏,5,24,76,['https://pbs.twimg.com/media/FOjdrS5XMAMW5Nl?format=jpg&name=small'],https://twitter.com/ToraTokenIO/status/1506699925853192209
Watcher.Guru,@WatcherGuru,2022-03-23T15:27:14.000Z,"Watcher.Guru
@WatcherGuru
·
23 Mar","JUST IN:  US investment bank Cowen has launched a #Bitcoin & #cryptocurrency unit.
215
388
2,184",,215,388,"2,184",[],https://twitter.com/WatcherGuru/status/1506653806293131270
Crypto Rover,@rovercrc,2022-03-23T11:30:00.000Z,"Crypto Rover
@rovercrc
·
23 Mar","7.8 Billion People
21 Million #Bitcoin 

Bitcoiners are smart.
193
114
899",,193,114,899,[],https://twitter.com/rovercrc/status/1506594106016890887
Stacy Herbert,@stacyherbert,2022-03-23T21:39:10.000Z,"Stacy Herbert
@stacyherbert
·
24 Mar","Defund the ‘world police,’ buy #Bitcoin
Nayib Bukele
@nayibbukele
 · 24 Mar
Never in my wildest dreams would I have thought that the US Government would be afraid of what we are doing here.
50
175
1,380",,50,175,"1,380","['https://pbs.twimg.com/profile_images/1505791802539925505/6czQ9r_d_mini.jpg', 'https://pbs.twimg.com/media/FOkJi3CX0AcbfrF?format=jpg&name=small', 'https://pbs.twimg.com/media/FOkJi3BXIAUpv5-?format=jpg&name=small', 'https://pbs.twimg.com/media/FOkJi3BXsAYeJnR?format=jpg&name=small', 'https://pbs.twimg.com/media/FOkJi3DX0AES6aL?format=jpg&name=small']",https://twitter.com/stacyherbert/status/1506747406582312964
Crypto Rover,@rovercrc,2022-03-23T16:48:56.000Z,"Crypto Rover
@rovercrc
·
23 Mar","If #Bitcoin breaks $45,000 we will trade back at ATHs in no time!
272
144
1,494",,272,144,"1,494",[],https://twitter.com/rovercrc/status/1506674366406397959
Terra (UST) Powered by LUNA,@terra_money,2022-03-23T20:55:44.000Z,"Terra (UST) Powered by LUNA
@terra_money
·
24 Mar","A new proposal from 
@jump_
 is now posted on Agora outlining how the 
@LFG_org
 may deploy its $BTC reserve on-chain in a reserve model exogenous to the Terra protocol mechanics -- defending the $UST peg amid volatile, downward pressure. 

Check it out:
agora.terra.money
Bitcoin Reserve Pool
Bitcoin Reserve Pool Executive Summary Community proposal regarding how LFG may deploy its Bitcoin reserve to defend the UST peg Proposing a pool that facilitates rapid BTC liquidity to support UST...
92
343
1,070",🌍 🌕,92,343,"1,070",['https://pbs.twimg.com/card_img/1506736479388651522/KfhGvJp6?format=png&name=240x240'],https://twitter.com/terra_money/status/1506736478449127425
Crypto Rover,@rovercrc,2022-03-23T21:19:37.000Z,"Crypto Rover
@rovercrc
·
24 Mar","At what #Bitcoin price will I wake up tomorrow?
308
86
867",,308,86,867,[],https://twitter.com/rovercrc/status/1506742488102543360
RTRcrypto: $FEGtoken Global Project Manager,@RTRcrypto,2022-03-23T18:16:11.000Z,"RTRcrypto: $FEGtoken Global Project Manager
@RTRcrypto
·
23 Mar","The AVE platform has included #SmartDeFi projects & can directly query #FEGex



Thanks 
@GorillaFeeder
 @Fegtoken_China
 !

$FEG #FEG
#Crypto #BTC    #ETH #SHIB #BabyDoge #DOGE #XRP #altcoin #Ethereum #Bitcoin    #Cryptocurrency #NFT 
@coinbase
 #100xgem #BSC 
@news_of_bsc
109
203
448",💪 🦍 ❤,109,203,448,['https://pbs.twimg.com/ext_tw_video_thumb/1506694041433485316/pu/img/FcyhsAFigj3EG8Q_.jpg'],https://twitter.com/RTRcrypto/status/1506696322530783232
Bitcoin News,@BTCTN,2022-03-23T12:34:29.000Z,"Bitcoin News
@BTCTN
·
23 Mar","The executive said that central banks across the world should consider bringing #cryptocurrency into the regulated space. #crypto #bitcoin $BTC
news.bitcoin.com
DBS CEO Sees Crypto as an Alternative to Gold — Says Central Banks Globally Should Regulate...
The CEO of Southeast Asia's largest bank, DBS, says cryptocurrency ""can be an alternative to gold."" He added that regulating crypto ""out of the formal banking system is an unwise thing to do.""
74
92
196",,74,92,196,['https://pbs.twimg.com/card_img/1506473759682830336/GYbjsvSh?format=jpg&name=small'],https://twitter.com/BTCTN/status/1506610332994781185
Bitillustrated,@Bitillustrated,2022-03-23T17:07:51.000Z,"Bitillustrated
@Bitillustrated
·
23 Mar","Hey plebs, what are the best articles/resources to give to my idealistic, tree-hugging friends, that would open minds to a different view on energy consumption, and how it relates to human flourishing? They are well-meaning but silo'd into a binary view. #Bitcoin related a plus.
49
14
101",,49,14,101,[],https://twitter.com/Bitillustrated/status/1506679126584832001
Ssij Ciomke,@xMetaleGx,2022-03-23T19:55:34.000Z,"Ssij Ciomke
@xMetaleGx
·
24 Mar","omg I lost :( Btw, the first thing bought with bitcoin was two pizzas for 10k BTC ($41 at the time). Shocking

 #BitcoinButton 
 #binance
5
1
1",,5,1,1,['https://pbs.twimg.com/media/FOjyFFpWYAgy37b?format=png&name=small'],https://twitter.com/xMetaleGx/status/1506721337267662852
uJACK_ NFTs,@m_umair2002,2022-03-23T14:56:12.000Z,"uJACK_ NFTs
@m_umair2002
·
23 Mar","Giving away my Bored Apes.
 winner   -  24 hours 

To win:                      
1. Follow Me & 
@ABD_Collection
2. Like and Retweet
3. Drop your wallet address.

 #NFTcollection #giveaway #NFTGiveaways #opensea #Giveaways #NFTCommunity #Airdrop #ad #Bitcoin #Binance
72
70
71",🎯 🏆 ⌛,72,70,71,['https://pbs.twimg.com/media/FOiuiB0XwAIG97R?format=jpg&name=small'],https://twitter.com/m_umair2002/status/1506645998139068429
Llama Market,@llamamarket,2022-03-23T13:33:13.000Z,"Llama Market
@llamamarket
·
23 Mar","#bitcoin #hex
In April logo, website & some specific details will be revealed

Website, will not have the functionality as I want UI to pop in (May) 

You'll get a sense quickly, I'm not screwing around

My love for hex hasn't changed. If u don't like me it's u that changed 
9
44",🤍,9,,44,[],https://twitter.com/llamamarket/status/1506625111947984896
Falcore,@FalcoreIt,2022-03-23T21:22:41.000Z,"Falcore
@FalcoreIt
·
24 Mar","Falcore found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://coinhunt.gsc.im/1BHARCaewN #cryptocurrency #65957
1
21",,1,,21,['https://pbs.twimg.com/media/FOkHAk2WYAUoeo5?format=jpg&name=small'],https://twitter.com/FalcoreIt/status/1506743258982006797
Crypto Logar,@LogarCrypto,2022-03-23T15:35:23.000Z,"Crypto Logar
@LogarCrypto
·
23 Mar","Show must go on

#Bitcoin #btc
30
19
50",🧿 🙏,30,19,50,['https://pbs.twimg.com/media/FOi3go7XoAYh9Zh?format=jpg&name=900x900'],https://twitter.com/LogarCrypto/status/1506655856103985162
Falcore,@FalcoreIt,2022-03-23T21:29:01.000Z,"Falcore
@FalcoreIt
·
24 Mar","Falcore found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://coinhunt.gsc.im/1BHARCaewN #cryptocurrency #65458
1
12",,1,,12,['https://pbs.twimg.com/media/FOkIdOLWYAAWCAu?format=jpg&name=small'],https://twitter.com/FalcoreIt/status/1506744850892349446
gökhan kökel,@gkhankkel,2022-03-23T10:00:53.000Z,"gökhan kökel
@gkhankkel
·
23 Mar","http://Gate.io juv fan token startup baslatti
gate.io
Gate.io | Official Website of Gate.io | Bitcoin Exchange | Bitcoin Price | Crypto Exchange |...
Gate.io is one of the global top 10 cryptocurrency exchanges with authentic trading volume. We provide safe and transparent transactions. Buy, sell or trade hundreds of digital currencies such as...
1
1",,,1,1,['https://pbs.twimg.com/card_img/1505311606900948992/rxKeNxwf?format=png&name=240x240'],https://twitter.com/gkhankkel/status/1506571676804333572
Squid Academy | Mint in Q2,@Squid_Academy,2022-03-23T10:29:46.000Z,"Squid Academy | Mint in Q2
@Squid_Academy
·
23 Mar","1st Game to Win 5 SOL

5 Games, 5 Winners!

Second Game: Pac-Man 
Date: 23 March
Prize: 1 Sol
Details & share proof of score: http://discord.gg/squidacademy

Follow 
@Squid_Academy
, rt, & tag 3

Prize after mint

#NFTs  #NFTCommmunity #NFTCollection #bitcoin  #Solana #NFT
6
23
35",🎮 🎮 ✅ ✅ ❤,6,23,35,[],https://twitter.com/Squid_Academy/status/1506578946149830665
Reza Yazdani,@Rezaa_Yazdanii,2022-03-23T16:56:38.000Z,"Reza Yazdani
@Rezaa_Yazdanii
·
23 Mar"," $10,000 giveaway 
 
#BitcoinButton and #Binance
binance.com
Bitcoin Button Game | Binance
1",💰 💰,,,1,['https://pbs.twimg.com/card_img/1504608691777159176/TI0M_Hka?format=jpg&name=small'],https://twitter.com/Rezaa_Yazdanii/status/1506676306079014926
Bitcoin Magazine,@BitcoinMagazine,2022-03-23T19:17:16.000Z,"Bitcoin Magazine
@BitcoinMagazine
·
24 Mar","JUST IN - NFL legend Aaron Rodgers to speak at the largest #Bitcoin conference in history in 2 weeks 
197
400
2,575",💥,197,400,"2,575",['https://pbs.twimg.com/media/FOjpqyXXMAQmftZ?format=jpg&name=small'],https://twitter.com/BitcoinMagazine/status/1506711696076849165
Market Sentiment,@MarketSent1ment,2022-03-23T13:05:44.000Z,"Market Sentiment
@MarketSent1ment
·
23 Mar","The Age of Cryptocurrency
How Bitcoin and Digital Money Are Challenging the Global Economic Order #btc #eth
thecryptobookstore.com
The Age of Cryptocurrency - The Crypto Bookstore
How Bitcoin and Digital Money Are Challenging the Global Economic Order
1",,,,1,['https://pbs.twimg.com/card_img/1506618210443051013/80EXEeYc?format=jpg&name=900x900'],https://twitter.com/MarketSent1ment/status/1506618197759385609
Landon Wells,@Landonious_Max,2022-03-23T16:35:52.000Z,"Landon Wells
@Landonious_Max
·
23 Mar","The same reasoning that #BTC mining could stabilize and incentivize a renewable grid could be applied to personal home renewable energy, solar and battery, and thus incentivize larger capacity of pv systems covering roof and widespread adoption of both bitcoin and solar
8
2
25",,8,2,25,[],https://twitter.com/Landonious_Max/status/1506671078059515913
InpulseX,@InpulseX_io,2022-03-23T20:11:18.000Z,"InpulseX
@InpulseX_io
·
24 Mar","Another Great Article Featuring InpulseX 
@newsbtc
https://newsbtc.com/press-releases/the-inpulsex-project-is-supporting-the-mars-dream-to-become-a-reality/…

#InpulseX #NFTs #P2E #MarsMission #Altcoins #MultiplanetarySpecies #Bitcoin #Crypto #Xstronauts
newsbtc.com
The InpulseX Project is Supporting The Mars Dream to Become a Reality | NewsBTC
Over the recent years, SpaceX has been considered the force within the space exploration sector. It's making significant progress from obtaining lucrative
24
41
89",,24,41,89,['https://pbs.twimg.com/card_img/1506720477456351238/OPvYBWTM?format=jpg&name=small'],https://twitter.com/InpulseX_io/status/1506725295260573696
Natalie Kohen,@Natty_Crypto,2022-03-23T12:50:43.000Z,"Natalie Kohen
@Natty_Crypto
·
23 Mar","Looking for the next x100

#ALTSEASON #Bitcoin  #PlayToEarn #100xgem #memecoin #BSCGEMSALERT #Binance #X100GEM
148
1,347
1,342",💙 💎 🤔,148,"1,347","1,342",[],https://twitter.com/Natty_Crypto/status/1506614416548065280
TechDev,@TechDev_52,2022-03-24T23:45:50.000Z,"TechDev
@TechDev_52
·
25 Mar","#Bitcoin Wave Structure

2010-2013  1W         vs.         2016-Now  3W
80
289
1,150",,80,289,"1,150",['https://pbs.twimg.com/media/FOpxKWiWYAohijd?format=jpg&name=small'],https://twitter.com/TechDev_52/status/1507141671007531012
MMCrypto,@MMCrypto,2022-03-24T16:02:48.000Z,"MMCrypto
@MMCrypto
·
24 Mar","#BITCOIN: BUY or SELL!?
312
197
1,196",,312,197,"1,196",[],https://twitter.com/MMCrypto/status/1507025144967053318
That Martini Guy ₿,@MartiniGuyYT,2022-03-24T18:01:16.000Z,"That Martini Guy ₿
@MartiniGuyYT
·
24 Mar","If #Bitcoin   doesn’t hit $50,000 by April 20th I will give $2,500 to one Lucky Follower!!

Like & Follow to enter!

Follow 
@CryptoSavingExp
 for an extra entry!! 
515
591
3,896",🚀,515,591,"3,896",[],https://twitter.com/MartiniGuyYT/status/1507054960306970625
Crypto Rover,@rovercrc,2022-03-24T21:14:00.000Z,"Crypto Rover
@rovercrc
·
25 Mar","I predict that #Bitcoin will go to $70,000 within 60 days!
323
285
2,129",,323,285,"2,129",['https://pbs.twimg.com/media/FOn0Z8LVIAIkrma?format=jpg&name=small'],https://twitter.com/rovercrc/status/1507103460516323341
Nudist Punks | MINT ON 14 APRIL,@NudistPunks,2022-03-24T20:14:01.000Z,"Nudist Punks | MINT ON 14 APRIL
@NudistPunks
·
25 Mar","Nudist Punks, MINT on 14 April!

CryptoPunks + Body = NudistPunks

Join the Discord for more information - http://discord.gg/2APkVPvFAs 

#NFT #NFTCommunity #Bitcoin
4
8
16",,4,8,16,['https://pbs.twimg.com/media/FOpA4VCWUAAVpG2?format=png&name=small'],https://twitter.com/NudistPunks/status/1507088364280950784
Altcoin Daily,@AltcoinDailyio,2022-03-24T16:49:47.000Z,"Altcoin Daily
@AltcoinDailyio
·
24 Mar","Today is a good day to be a #bitcoin hodler
266
83
1,183",,266,83,"1,183",[],https://twitter.com/AltcoinDailyio/status/1507036967883743237
The Crypto Lifestyle Is Mr 100X,@TheCryptoLif7,2022-03-24T15:11:48.000Z,"The Crypto Lifestyle Is Mr 100X
@TheCryptoLif7
·
24 Mar","With the next rally pending them peeps who left at 30k will come back and buy the top again just watch.

#Bitcoin #Metaverse
91
81
111",💯 🎯,91,81,111,['https://pbs.twimg.com/media/FOn7tYvVcA0UNIg?format=jpg&name=small'],https://twitter.com/TheCryptoLif7/status/1507012310434398223
Crypto Samurai | Spring 2022,@samurainft_2022,2022-03-24T20:55:11.000Z,"Crypto Samurai | Spring 2022
@samurainft_2022
·
25 Mar","GM ! News coming tomorrow 
Thanks for your support Samurais !

---------------------------------------------

#NFT #NFTs #crypto #altseason #bitcoin #blockchain #nftcommunity #nftcollection #AvalancheSummit
2
8
22",🙏 ⛩,2,8,22,['https://pbs.twimg.com/media/FOpKTSsXsAM8lHG?format=jpg&name=small'],https://twitter.com/samurainft_2022/status/1507098725927247872
Crypto Rover,@rovercrc,2022-03-24T13:16:33.000Z,"Crypto Rover
@rovercrc
·
24 Mar","Your #Bitcoin sentiment right now!

Bearish     Not sure      Bullish!
                            
157
59
1,054",👇 👇 👇,157,59,"1,054",[],https://twitter.com/rovercrc/status/1506983308927852550
Andreas,@aantonop,2022-03-24T23:17:26.000Z,"Andreas
@aantonop
·
25 Mar","The March Livestream Q&A is Sunday, March 27th at 10am PST/17:00 UTC. I’ll be answering your questions about #crypto and open #blockchains. Hope to see you there!
youtube.com
Bitcoin and Open Blockchain Livestream Q&A with Andreas M. Antonopo...
Looking for an entertaining, trustworthy, unbiased opinion on bitcoin and open blockchains? This is it. During this livestream Andreas will answer questions ...
346
63
98",,346,63,98,['https://pbs.twimg.com/card_img/1507134656348622850/vtVacM1t?format=jpg&name=240x240'],https://twitter.com/aantonop/status/1507134522613067777
Blockworks,@Blockworks_,2022-03-24T14:36:49.000Z,"Blockworks
@Blockworks_
·
24 Mar","NEW: Drake donates $1M in #Bitcoin to LeBron James' charity
43
107
581",,43,107,581,[],https://twitter.com/Blockworks_/status/1507003507231977482
