UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
SELF₿ANKT & SOVEREIGN,@selfbankt,2021-12-02T23:57:52.000Z,"SELF₿ANKT & SOVEREIGN
@selfbankt
·
3 Dec 2021","#Bitcoin & Lightning improve day by day. This is bullish.
Zeus
@ZeusLN
 · 1 Dec 2021
Zeus v0.6.0-alpha4 is out now!

Release notes + Android APKs + signatures: https://github.com/ZeusLN/zeus/releases/tag/v0.6.0-alpha4…

iOS TestFlight: https://testflight.apple.com/join/gpVFzEHN
Show this thread
4",,,,4,['https://pbs.twimg.com/profile_images/1428206613370920963/z_--ZTFF_mini.jpg'],https://twitter.com/selfbankt/status/1466557258926628878
dee murthy,@deemurthy,2021-12-02T23:39:53.000Z,"dee murthy
@deemurthy
·
3 Dec 2021","Miami can’t handle any large event but who cares the mayor loves Bitcoin
2
4
27",,2,4,27,[],https://twitter.com/deemurthy/status/1466552732605509634
Artimis | NFT Collector,@ArtimisNFT,2021-12-02T23:52:06.000Z,"Artimis | NFT Collector
@ArtimisNFT
·
3 Dec 2021","IN THE NEWS 

Facebook ends ban on #Crypto ads

https://cnbc.com/2021/12/01/facebook-ends-ban-on-cryptocurrency-ads.html…

#NFTs #Bitcoin #ETH #NFT
cnbc.com
Facebook retreats from crypto ad ban
Facebook on Wednesday announced its decision to reverse long-standing policy that prevented most cryptocurrency companies from running ads on its services.
2
4
11",🚨 🚨,2,4,11,['https://pbs.twimg.com/card_img/1473773444802269198/URccw-Uh?format=jpg&name=small'],https://twitter.com/ArtimisNFT/status/1466555809043664898
Tracy Lawman,@TracyLawman,2021-12-02T23:19:01.000Z,"Tracy Lawman
@TracyLawman
·
3 Dec 2021","Innovation distinguishes between a leader and a follower. 

Do you know that you can start making money online with #Crypto? 
Dm to get started #Bitcoin
2
12
8",,2,12,8,[],https://twitter.com/TracyLawman/status/1466547481332916224
Hailey Lennon,@HaileyLennonBTC,2021-12-02T23:48:11.000Z,"Hailey Lennon
@HaileyLennonBTC
·
3 Dec 2021","Another spot bitcoin etf rejected 

SEC Rejects WisdomTree’s Spot Bitcoin ETF Application
coindesk.com
SEC Rejects WisdomTree’s Spot Bitcoin ETF Application
The decision comes seven months after the agency said it would start evaluating the asset manager’s application.
12
5
41",😒,12,5,41,['https://pbs.twimg.com/card_img/1476683820640477193/W1ogBiAA?format=jpg&name=small'],https://twitter.com/HaileyLennonBTC/status/1466554822874652672
Jason Pizzino,@jasonpizzino,2021-12-02T23:34:05.000Z,"Jason Pizzino
@jasonpizzino
·
3 Dec 2021","My first #Bitcoin target is still ~$61,000 for bullish $BTC confirmation. 

Slow grind is good for #crypto though.
6
1
91",🌞,6,1,91,[],https://twitter.com/jasonpizzino/status/1466551273755267075
Anime Limited,@AnimeLtd,2021-12-02T23:59:10.000Z,"Anime Limited
@AnimeLtd
·
3 Dec 2021","Swedish financial and environmental authorities argue that the European Union should ban the mining of cryptocurrencies using the Proof of Work system, due to their intensive energy consumption. It would directly impact Bitcoin and Ethereum. 

#Ethereum #Bitcoin #BTC #Crypto
GIF
1
3
8",,1,3,8,['https://pbs.twimg.com/tweet_video_thumb/FFpCVcxXwAAkkkv.jpg'],https://twitter.com/AnimeLtd/status/1466557586518384642
WhaleTrades.eth,@WhaleTrades,2021-12-02T23:48:49.000Z,"WhaleTrades.eth
@WhaleTrades
·
3 Dec 2021","$2,670,927 $SOL LONGED @$233.6475 [02/12/21 23:48:48]
FTX | SOL-PERP

Running Bitcoin - Hal Finney
1
1
7",🐳 📈 💶 🏪 🗣,1,1,7,[],https://twitter.com/WhaleTrades/status/1466554981146836995
|| Happy Nuria ||,@NuriaStore,2021-12-02T23:49:10.000Z,"|| Happy Nuria ||
@NuriaStore
·
3 Dec 2021","In Africa and Indian Subcontinent,  http://NuriaKenya.com is the First e-commerce Store that accepts Bitcoin, Ethereum and Doggy. 
@jack
 @parag
 @elonmusk
 @saylor
 @jordanbpeterson
 @chamath
8
8",,,8,8,['https://pbs.twimg.com/media/FFpAEILWQAAWc9N?format=jpg&name=900x900'],https://twitter.com/NuriaStore/status/1466555071169105922
Cointelegraph,@Cointelegraph,2021-12-02T23:52:01.000Z,"Cointelegraph
@Cointelegraph
·
3 Dec 2021","Not this time, pal. WisdomTree won't be the one to unveil a spot Bitcoin ETF after a SEC denial.
cointelegraph.com
SEC rejects WisdomTree's application for spot Bitcoin ETF
In a Dec. 1 filing, the SEC rejected a proposed rule change from the Cboe BZX Exchange to list and trade shares of WisdomTree’s Bitcoin Trust.
30
13
53",,30,13,53,['https://pbs.twimg.com/card_img/1476713567726583811/OrTxtyNL?format=jpg&name=small'],https://twitter.com/Cointelegraph/status/1466555787661254657
Parkerhodls,@ihodlsats,2021-12-02T23:52:00.000Z,"Parkerhodls
@ihodlsats
·
3 Dec 2021","I find it hard orange pilling people.. you have to truly understand ALL of the aspects of #Bitcoin in order to have a large allocation of your economic energy stored in the network.... #my2cents
2
12",,2,,12,[],https://twitter.com/ihodlsats/status/1466555781864738817
shimmer field,@blackwell_smith,2021-12-02T23:58:13.000Z,"shimmer field
@blackwell_smith
·
3 Dec 2021","Replying to 
@WatcherGuru
 and 
@BurnBNB
Hold my  that’s $2,240,808.32 in today’s money  #Axion #AXN $AXN 
@axion_network
 http://axion.network #bitcoin #MATIC #polygon #Luxy
10
17
27",🍺 💰,10,17,27,['https://pbs.twimg.com/media/FFpCIGFXIAQ7ziE?format=jpg&name=900x900'],https://twitter.com/blackwell_smith/status/1466557348764282883
cailean.btc,@STXCyber,2021-12-02T23:39:37.000Z,"cailean.btc
@STXCyber
·
3 Dec 2021","Something BIG be happening on the weekend for your boy on 
@Stacks
 

#Bitcoin #NFTs
8",👀,,,8,[],https://twitter.com/STXCyber/status/1466552665106567168
G,@stevensongs,2021-12-02T23:38:46.000Z,"G
@stevensongs
·
3 Dec 2021","just bought and transferred 2 cents worth of bitcoin to my crypto wallets. one penny in each. that's what they call 'diversifying' for you not familiar with wealth building
2
15",,2,,15,[],https://twitter.com/stevensongs/status/1466552451809505281
Ali,@Ali_avax_,2021-12-02T23:59:22.000Z,"Ali
@Ali_avax_
·
3 Dec 2021","Let me tell you without clicking, this is on the basis of nft polygon. If you're asking why, getting into the eth base is a small start for me...

https://opensea.io/FunArt1

#NFTCommunity  #NFTGiveaway  #nftcollector  #NFTs  #NFTLAUNCH  #eteryum  #SHIB  #Bitcoin  #ElonMusk #SAND
opensea.io
FunArt1 - Profile | OpenSea
Check out FunArt1's NFTs on OpenSea, the largest marketplace for crypto collectibles.
3",🔺,,,3,['https://pbs.twimg.com/card_img/1476821406713368579/1OOg4-tU?format=png&name=120x120'],https://twitter.com/Ali_avax_/status/1466557636263006209
Kyle Ellicott,@kyleellicott,2021-12-02T23:55:09.000Z,"Kyle Ellicott
@kyleellicott
·
3 Dec 2021","Blockchain Today

- Goldman Sachs says multiple banks exploring #Bitcoin backed loans
- Adidas enters Metaverse
- 
@blockchain
's new NFT platform
- 
@MessariCrypto
 drops MEGA '22 Web3 theses
- Maven 11 Capital's $120M fund
- Mercado Libre & Paxos bring $BTC to 

1/
1
3",☕ 📈 👟 🚀 🔥 💸,1,,3,[],https://twitter.com/kyleellicott/status/1466556576257478664
BankSocial.io,@BANKSOCIALio,2021-12-02T23:33:29.000Z,"BankSocial.io
@BANKSOCIALio
·
3 Dec 2021","Replying to 
@TheCryptoLark
Stablecoin is how you keep them… not #Bitcoin- this is financial advice
2
2
17",,2,2,17,[],https://twitter.com/BANKSOCIALio/status/1466551124056412160
Marathon Digital Holdings,@MarathonDH,2021-12-02T23:37:13.000Z,"Marathon Digital Holdings
@MarathonDH
·
3 Dec 2021","This morning, 
@fgthiel
 was interviewed by 
@DADavidsonCo
 about our asset light model, the future of power, energy, and #bitcoin mining, and the latest updates at Marathon. Click the link below for the full interview.

https://wsw.com/webcast/dadco58/register.aspx?conf=dadco58&page=mara&url=https://wsw.com/webcast/dadco58/mara/1895880…
5
10
56",,5,10,56,[],https://twitter.com/MarathonDH/status/1466552062347333633
Peter Schiff,@PeterSchiff,2021-12-02T23:35:41.000Z,"Peter Schiff
@PeterSchiff
·
3 Dec 2021","Replying to 
@SpencerKSchiff
 and 
@danheld
#Gold in other galaxies is irrelevent as we can't access any of it. What counts is what's here on earth. Perhaps one day what's in our solar system. But there will likely be far more uses for that gold once we have the capability to access it. #Bitcoin will be irrelevent by then.
53
4
101",,53,4,101,[],https://twitter.com/PeterSchiff/status/1466551677650153474
Gandalf,@GANDALFisinTown,2021-12-02T23:53:41.000Z,"Gandalf
@GANDALFisinTown
·
3 Dec 2021","Replying to 
@chowcollection
Moonvember was a no show. Is 'Disisitember' ? Or are we just moving into longer cycles with bigger rises in 2022? #bitcoin
8",,,,8,[],https://twitter.com/GANDALFisinTown/status/1466556205795405824
The Bitcoin Bang,@BangBitcoin,2021-12-02T23:40:56.000Z,"The Bitcoin Bang
@BangBitcoin
·
3 Dec 2021","Replying to 
@maxkeiser
 and 
@saylor
His latest interview with Peter in the definitive 2 hours of orange pill Bitcoin.

Masterful.
1
2
14",,1,2,14,[],https://twitter.com/BangBitcoin/status/1466552997417209856
Feminist Rambo,@Sarambo79,2021-12-02T23:45:19.000Z,"Feminist Rambo
@Sarambo79
·
3 Dec 2021","Replying to 
@ToastFundraiser
 and 
@HistoryMuppet
 I'm sending this to my nft/ crypto-crazed brother who never stops telling me about bitcoin
10",🤣 🤣,,,10,[],https://twitter.com/Sarambo79/status/1466554100653375492
Cobie,@cobie,2021-12-02T23:48:34.000Z,"Cobie
@cobie
·
3 Dec 2021","Replying to 
@bradmillscan
Indeed and I disagreed with him at the time. Also disagree with most of his technical or economic thoughts from his latest short-bitcoin post, but do agree with his social observations.
10
1
81",,10,1,81,[],https://twitter.com/cobie/status/1466554920472039424
MAXINO @ThePlebArmy,MAXINO @ThePlebArmy,2021-12-02T23:52:45.000Z,"MAXINO @ThePlebArmy
@SherwinMAXINO
·
3 Dec 2021","Replying to 
@NodeSwiss
 and 
@dboomko
Fixing the world with #Bitcoin > #BTC’s price
2
1
5",🟠,2,1,5,[],https://twitter.com/SherwinMAXINO/status/1466555971128344577
Yaël Ossowski,@YaelOss,2021-12-02T23:46:55.000Z,"Yaël Ossowski
@YaelOss
·
3 Dec 2021","I straddle between the world of #bitcoin maxis and the broader crypto space (for the sake of smart policy and regulation that won't destroy the industry for consumers). But there's an important difference.

Tune into our interview w/ 
@river
's 
@AH_Gaiser
 to hear why!
Consumer Choice Radio
@ConsumerCRadio
 · 3 Dec 2021
""Bitcoin has exciting implications for the financial world and for consumers especially...for the future of exchange, my money is on Bitcoin""

What's the difference between the #bitcoin maxis and ""crypto""?

We hear from @AH_Gaiser of @River 

full vid: https://youtu.be/Who3x0EiiNY
Show this thread
1
2
4",⚜,1,2,4,"['https://pbs.twimg.com/profile_images/1354082944617484288/pXpslsa6_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1466550364656832518/pu/img/6v1YNUwIzQegyXGn.jpg']",https://twitter.com/YaelOss/status/1466554502400528385
Roland,@RolandStautz,2021-12-02T23:35:50.000Z,"Roland
@RolandStautz
·
3 Dec 2021","Replying to 
@PeterSchiff
Peter so JEALOUS that Bitcoin has stolen Gold's glory.
2
1
14",,2,1,14,[],https://twitter.com/RolandStautz/status/1466551714455035911
Lily,@lilyxbtc,2021-12-02T23:56:10.000Z,"Lily
@lilyxbtc
·
3 Dec 2021","Replying to 
@Toprolling
Smile, buy bitcoin, do a road trip, smoke some 
2
7",🌲,2,,7,[],https://twitter.com/lilyxbtc/status/1466556831292030978
Destro M.A.R.S. Inc,@TweetThreadFred,2021-12-02T23:45:29.000Z,"Destro M.A.R.S. Inc
@TweetThreadFred
·
3 Dec 2021","Replying to 
@DiviMonopoly
 @CustCarptry
  and 4 others
Magin takin Divi serious
1
4",🕳 ™,1,,4,[],https://twitter.com/TweetThreadFred/status/1466554141526872070
Fold,@fold_app,2021-12-02T23:33:10.000Z,"Fold
@fold_app
·
3 Dec 2021","Replying to 
@farter615
, 
@spinte8
 and 
@jordanbpeterson
We lean 100% bitcoin of course 
5",⚡ 😛,,,5,[],https://twitter.com/fold_app/status/1466551043718717441
Coinborg,@TheThird_Mind,2021-12-02T23:48:38.000Z,"Coinborg
@TheThird_Mind
·
3 Dec 2021","Replying to 
@AlmostMongolian
, 
@RyanDelongpre
 and 
@PeterSchiff
I remember when people told me we were in a bubble at $1,900 #bitcoin 

How many years or at what price would you not consider it a bubble? We’re 13 years in and #bitcoin is worth over $1 trillion. When is this supposed bubble going to burst?
1
1
10",⚡ 😭,1,1,10,[],https://twitter.com/TheThird_Mind/status/1466554936032964617
Jadon Key,@blurdotnet,2021-12-02T23:43:08.000Z,"Jadon Key
@blurdotnet
·
3 Dec 2021","Replying to 
@Ilgrandelorenz1
 and 
@Vertcoin
#Vertcoin will put  into #100xGem

Solid project that you can mine from home, not a data center.  #verthash #bitcoin 
@Kris_HK
 dear Sir, please open your heart and App to our small little community of #crypto fans. We have been ignored for too long by the other exchanges
JP
3
1
8",💯 🙏,3,1,8,[],https://twitter.com/blurdotnet/status/1466553549723402240
Peter Young,@petermiyoung,2021-12-02T23:39:57.000Z,"Peter Young
@petermiyoung
·
3 Dec 2021","Replying to 
@CrisFloresSV
 and 
@freeprivatecity
It was great to meet you and your team this morning 
@CrisFloresSV
.

An insightful discussion about how we can make Bitcoin City a lasting success.
1
4",,1,,4,[],https://twitter.com/petermiyoung/status/1466552749231849475
Forbes,@Forbes,2021-12-03T23:44:04.000Z,"Forbes
@Forbes
·
4 Dec 2021","Could Bitcoin Prices Benefit From The Lackluster November Jobs Report? https://trib.al/uoGQGfw
6
6
25",,6,6,25,['https://pbs.twimg.com/media/FFuIfLbWYAMuZt5?format=jpg&name=small'],https://twitter.com/Forbes/status/1466916174365700101
nftshock,@nftshock,2021-12-03T23:48:19.000Z,"nftshock
@nftshock
·
4 Dec 2021","@defi_ghost
 Ghost Space #nft #nfts #crypto #art #bitcoin #cryptoart #eth #opensea #digitalart #blockchain #future #nonfungibletokens #artcollector #ethereum #bitcoinnews
7
15",,,7,15,['https://pbs.twimg.com/ext_tw_video_thumb/1466917137629519872/pu/img/cwRWElT-qfQEWNL-.jpg'],https://twitter.com/nftshock/status/1466917241585291264
Griffin Haby,@petromundo1,2021-12-03T23:55:36.000Z,"Griffin Haby
@petromundo1
·
4 Dec 2021","Tell me you are not Texan without telling me you are not from Texas. Come and Take It is Real and engrained in our ethos. They will never take our guns. Nor our Bitcoin. There is too much to gain running Bitcoin network with the worlds cheapest power than staying a part of the US
Jason Lowery
@JasonPLowery
 · 4 Dec 2021
Remember, all it takes is 1 executive order to nationalize all the #BTC. Doesn't need congressional approval. Also, if they succeed at making people believe that BTC caused collapse, then it would be a *POPULAR* executive order.
Show this thread
8
7
92",,8,7,92,['https://pbs.twimg.com/profile_images/1432891121001193474/TRKcTl4a_mini.jpg'],https://twitter.com/petromundo1/status/1466919075511218178
Ismael Candanga,@IsmaAMT,2021-12-03T23:37:42.000Z,"Ismael Candanga
@IsmaAMT
·
4 Dec 2021","Bitcoin MAMAWEBO, Bitcoin
Sara
@porcostumbresam
 · 1 Dec 2021
Os leo.
Show this thread
1
1
14",,1,1,14,"['https://pbs.twimg.com/profile_images/1427666353171968001/PxHWn8oc_mini.jpg', 'https://pbs.twimg.com/media/FFie0R6XwAIBz3T?format=jpg&name=small']",https://twitter.com/IsmaAMT/status/1466914571701133314
Nebraskan Crypto,@NebraskanCrypto,2021-12-03T23:42:06.000Z,"Nebraskan Crypto
@NebraskanCrypto
·
4 Dec 2021","#Bitcoin 

Pretty straight forward low time frame look for traders. 

Just gotta wait for the signal
23
12
138",,23,12,138,['https://pbs.twimg.com/media/FFuH8WUXsAMuN2r?format=png&name=small'],https://twitter.com/NebraskanCrypto/status/1466915678179536897
haenko.near,@haenko21,2021-12-03T23:58:16.000Z,"haenko.near
@haenko21
·
4 Dec 2021","While #Bitcoin and the entire cryptocurrency market are falling and liquidating traders' positions, #NEAR Protocol is showing strong growth
2
14",🔥,2,,14,['https://pbs.twimg.com/media/FFuLu2TXEAILYXm?format=jpg&name=small'],https://twitter.com/haenko21/status/1466919747904319495
Xolo Metaverse,@XoloMetaverse,2021-12-03T23:22:26.000Z,"Xolo Metaverse
@XoloMetaverse
·
4 Dec 2021","Dear XOLO  Investors

We are almost one week old and we have accomplished many things together. 
@Benzinga
 @digitaljournal
@Nasdaq
 @NasdaqTech
The MetaArt Revolution has begun, keep your eyes on us.

$xolo #3Dscanner #xolometaverse #xolo #ReimaginingArt #metaverse #bitcoin
87
89
93",🐕,87,89,93,['https://pbs.twimg.com/ext_tw_video_thumb/1466910609946075138/pu/img/MJGtrogA2rVse716.jpg'],https://twitter.com/XoloMetaverse/status/1466910729425010696
theonlypd ₿,@oneandonlypd,2021-12-03T23:43:36.000Z,"theonlypd ₿
@oneandonlypd
·
4 Dec 2021","On the third day of Christmas #Bitcoin gave to me... 1000 satoshis for 50¢!!!
1
5",⚡,,1,5,[],https://twitter.com/oneandonlypd/status/1466916057210241024
obie oon an,@MobieMoonMan,2021-12-03T23:56:37.000Z,"obie oon an
@MobieMoonMan
·
4 Dec 2021","Here I am, Robie Moon Man, at a recent trip to 
@potterybarn
 where I used the 
@MobieNetwork
 app to purchase this fresh robe with my #bitcoin #PayWithMobie #12DaysofMobie $MBX #BTC
2
8
33",Ⓜ Ⓜ Ⓜ,2,8,33,['https://pbs.twimg.com/media/FFuLW4uXwAAJzBg?format=jpg&name=small'],https://twitter.com/MobieMoonMan/status/1466919334161309699
DETERMINISTIC OPTIMISM,@nvk,2021-12-03T23:55:32.000Z,"DETERMINISTIC OPTIMISM
@nvk
·
4 Dec 2021","If you take a look at these 300+ replies and still don't get why #bitcoin wins, you NGMI.
DETERMINISTIC OPTIMISM
@nvk
 · 6 Mar 2021
What are the best and funniest Bitcoin #memes?

Reply below, I want to collect them.

Let’s make this the best thread ever.
11
4
26",,11,4,26,['https://pbs.twimg.com/profile_images/1365303936731742208/-7h_umY2_mini.jpg'],https://twitter.com/nvk/status/1466919061292474376
Ultimate Neon Punks Collection,@Damien92_NFT,2021-12-03T23:38:38.000Z,"Ultimate Neon Punks Collection
@Damien92_NFT
·
4 Dec 2021","#NeonPunks #NFTshill #OpenSeaNFT #nftcollector #NFTartist #NFTGem #NFTCommunity #NFT #NFTMarketplace #NFTcollection #opensea #NFTs #MATIC #Polygon
#polygonNFT #ETH #crypto #Bitcoin #BTC

NEON PUNKS COLLECTION

725/1000 MINT
180+ SOLD!

BUY ON OPENSEA: https://opensea.io/collection/neon-punks-collection…
Ultimate Neon Punks Collection
@Damien92_NFT
 · 4 Dec 2021
NEON PUNKS COLLECTION

- PRICE 0.002 ETH
- POLYGON (no fees)
- 180+ SOLD
- 725/1000 MINT
- PROPORTIES
- RARITY CHART

+ .GIF NEON COLLECTION LAUNCH 10 DECEMBER
(0.03 ETH or free if u own 10 NEON PUNKS)

BUY ON OPENSEA https://opensea.io/collection/neon-punks-collection…

JOIN DISCORD: https://discord.gg/VnNP2WpRPa
GIF
1
6",💎 🚀,,1,6,"['https://pbs.twimg.com/profile_images/1477335633685270535/1gzu3yHG_mini.jpg', 'https://pbs.twimg.com/tweet_video_thumb/FFuHBc7XwAMn221.jpg']",https://twitter.com/Damien92_NFT/status/1466914808264118273
Qasim Khan,@QasimTradeX,2021-12-03T23:58:22.000Z,"Qasim Khan
@QasimTradeX
·
4 Dec 2021","$RGBP and $GTLL sentiment High as the Polling Continues 137 Votes So Far , awaiting your votes.

VOTE here: https://twitter.com/QasimTradeX/status/1466821404351815684?s=20…

#nasdaq #otc #otcmarkets #nft #crypto #bitcoin 
#wallstreet #dxy #eurusd #wallstreetbets
GIF
Qasim Khan
@QasimTradeX
 · 3 Dec 2021
$GTLL or $SFOR or $VPER or $RGBP which is your favorite for This month?

#otcmarkets #nasdaq #spy #dxy #eurusd 
#nft #crypto #bitcoin #eth #eft #nft #xrp 
Show this poll
1
2
3",,1,2,3,"['https://pbs.twimg.com/tweet_video_thumb/FFuLwcFVUAIgQv5.jpg', 'https://pbs.twimg.com/profile_images/1422947164683227141/EbC5q55e_mini.jpg']",https://twitter.com/QasimTradeX/status/1466919773195816960
Quinnsandra (Plan A),@Quinnvestments,2021-12-03T23:40:29.000Z,"Quinnsandra (Plan A)
@Quinnvestments
·
4 Dec 2021","Replying to 
@CryptoWhale
collapse of Bitcoin should be good for the economy.
3
1
7",🔥 🔥 🔥 🔥,3,1,7,['https://pbs.twimg.com/media/FFuHqaRX0AYAmHp?format=jpg&name=small'],https://twitter.com/Quinnvestments/status/1466915273047523329
Kevin Svenson,@KevinSvenson_,2021-12-03T23:44:38.000Z,"Kevin Svenson
@KevinSvenson_
·
4 Dec 2021","INSANE VOLATILITY!  
#BITCOIN #CRYPTO 
Jesse Livermore's Speculative Chart Theory
youtube.com
INSANE VOLATILITY! Jesse Livermore's Speculative Chart Theory
Join Patreon:https://patreon.com/itradecrypto✘ Access to my Alt-Coin Portfolio ✘ Extra Content✘ VIP Chat
4
5
45",👀 👀 🌟 🌟,4,5,45,['https://pbs.twimg.com/card_img/1477227963833888768/I6Re5eGD?format=jpg&name=240x240'],https://twitter.com/KevinSvenson_/status/1466916315180978185
Pixel Kaiju!,@pixelkaiju_io,2021-12-03T23:31:09.000Z,"Pixel Kaiju!
@pixelkaiju_io
·
4 Dec 2021","Another bit boi dropping tonight! #bitcoin

https://opensea.io/assets/0x495f947276749ce646f68ac8c248420045cb7b5e/43701394187265888687224559461723094930986959894262166516499035307992649039873/…

#pixelart #8bit #nfts #nft #nftartist #nftcollector #nftcollection  #nftcommunity #nftcollectors #opensea
GIF
2
1
9",👾 🦖,2,1,9,['https://pbs.twimg.com/tweet_video_thumb/FFuFhsNXsAYAkpF.jpg'],https://twitter.com/pixelkaiju_io/status/1466912924417540100
modesto.btc,@Modesto97,2021-12-03T23:48:29.000Z,"modesto.btc
@Modesto97
·
4 Dec 2021","“Quality is remembered long after price is forgotten”

- Gucci on #Bitcoin
1
4",,,1,4,[],https://twitter.com/Modesto97/status/1466917284841238530
D-Rex,@drex_jurassic,2021-12-03T23:36:04.000Z,"D-Rex
@drex_jurassic
·
4 Dec 2021","Someone sold someone else bitcoin at 51.6 today…I’m 100% sure who got the better end of that deal. Weak baby hands not going to make it
2
18",🦖 ⚡,2,,18,[],https://twitter.com/drex_jurassic/status/1466914158956457993
pete,@solpete_,2021-12-03T23:39:47.000Z,"pete
@solpete_
·
4 Dec 2021","Smells like NFTs will keep pumping while Bitcoin acts like a child!
1
4",,1,,4,[],https://twitter.com/solpete_/status/1466915095661977606
